frame,timestamp,x,y,gps_x,gps_y,track_id,instantaneous_speed,cumulative_speed,acceleration,distance_to_next,same_lane,lane
1,,744.75634765625,375.8441162109375,-81.20775571111375,28.59338173712309,1.0,0.0,0.0,0.0,inf,True,-1
1,,1003.39111328125,390.2913208007813,-81.2075269556164,28.593317777846988,2.0,0.0,0.0,0.0,inf,True,-1
1,,1087.61328125,76.99473571777344,-81.20717739915796,28.593300083445754,3.0,0.0,0.0,0.0,inf,True,-1
1,,774.0309448242188,273.32861328125,-81.20773291335367,28.593391228930013,4.0,0.0,0.0,0.0,inf,True,-1
1,,919.8967895507812,143.92112731933594,-81.20752317651656,28.593366645877257,5.0,0.0,0.0,0.0,inf,True,-1
1,,974.2761840820312,289.4125671386719,-81.2075205341984,28.593330509571103,6.0,0.0,0.0,0.0,inf,True,-1
1,,777.16064453125,204.50436401367188,-81.20773249754454,28.593406002858305,7.0,0.0,0.0,0.0,inf,True,-1
1,,975.950927734375,221.6695251464844,-81.20748880070579,28.59333537302289,8.0,0.0,0.0,0.0,inf,True,-1
2,1900-01-01 00:00:00.016667,744.9974975585938,376.05804443359375,-81.20775547570275,28.593381646099267,1.0,0.0,0.0,0.0,0.004219621743450903,True,-1
2,1900-01-01 00:00:00.016667,1003.4061279296876,390.2466430664063,-81.20752692886873,28.59331777591256,2.0,0.0,0.0,0.0,0.0003500836262252013,True,-1
2,1900-01-01 00:00:00.016667,1086.582275390625,75.54719543457031,-81.20717659035886,28.593300612401595,3.0,0.0,0.0,0.0,0.013401843622972979,True,-1
2,1900-01-01 00:00:00.016667,774.0169677734375,273.2929077148437,-81.20773293033479,28.59339124017992,4.0,0.0,0.0,0.0,0.0006830162705785179,True,-1
2,1900-01-01 00:00:00.016667,920.192626953125,144.19204711914062,-81.20752288159706,28.593366472224,5.0,0.0,0.0,0.0,0.006910659510473936,True,-1
2,1900-01-01 00:00:00.016667,974.4326171875,289.7714233398437,-81.20752050619048,28.593330440087065,6.0,0.0,0.0,0.0,0.0011476118529677062,True,-1
2,1900-01-01 00:00:00.016667,776.9453735351562,203.4212951660156,-81.20773283014503,28.59340636752057,7.0,0.0,0.0,0.0,0.006263948989557797,True,-1
2,1900-01-01 00:00:00.016667,976.2471923828124,221.76251220703125,-81.20748848939024,28.593335266664983,8.0,0.0,0.0,0.0,0.0069764953503183074,True,-1
3,1900-01-01 00:00:00.041667,745.0275268554688,376.1595153808594,-81.20775544074982,28.593381623786016,1.0,0.1687848697380361,0.1687848697380361,0.0,0.0028472837937332765,True,-1
3,1900-01-01 00:00:00.041667,1003.4115600585938,390.2518310546875,-81.20752692570645,28.593317774433388,2.0,0.014003345049008051,0.014003345049008051,0.0,0.003854264356100383,True,-1
3,1900-01-01 00:00:00.041667,1086.4156494140625,75.3321533203125,-81.2071764936602,28.59330069806665,3.0,0.5360737449189191,0.5360737449189191,0.0,0.1295623158412604,True,-1
3,1900-01-01 00:00:00.041667,774.0230712890625,273.29248046875,-81.20773292363799,28.593391238434965,4.0,0.027320650823140714,0.027320650823140714,0.0,0.010398758856154254,True,-1
3,1900-01-01 00:00:00.041667,920.2509765625,144.24301147460938,-81.20752282217677,28.59336643849517,5.0,0.27642638041895745,0.27642638041895745,0.0,0.056336460600717814,True,-1
3,1900-01-01 00:00:00.041667,974.4542236328124,289.83203125,-81.207520506512,28.59333042973617,6.0,0.045904474118708245,0.045904474118708245,0.0,0.008970396621141977,True,-1
3,1900-01-01 00:00:00.041667,776.9640502929688,203.1895751953125,-81.20773281821815,28.593406423050617,7.0,0.25055795958231186,0.25055795958231186,0.0,0.031267864351921165,True,-1
3,1900-01-01 00:00:00.041667,976.3121337890624,221.78707885742188,-81.20748842331113,28.593335242977734,8.0,0.2790598140127323,0.2790598140127323,0.0,0.0066639177108019755,True,-1
4,1900-01-01 00:00:00.058333,745.0618896484375,376.1273193359375,-81.20775541195587,28.593381620022143,1.0,0.17084386137845173,0.16960844662756633,0.12354444020254526,0.003895622846706708,True,-1
4,1900-01-01 00:00:00.058333,1003.3900756835938,390.319091796875,-81.20752696499466,28.59331777707981,2.0,0.2312651119705018,0.10090596607127116,13.036227464388201,0.029351071643209905,True,-1
4,1900-01-01 00:00:00.058333,1085.03369140625,74.56182098388672,-81.20717755818869,28.593301393670718,3.0,7.774049912472123,3.431194726257221,434.2959418908679,0.10083634567450638,True,-1
4,1900-01-01 00:00:00.058333,774.1071166992188,273.36962890625,-81.2077328277126,28.593391197993064,4.0,0.6239504893888308,0.2659668585113227,35.799222282832716,0.005722683342743838,True,-1
4,1900-01-01 00:00:00.058333,920.2064208984376,145.15371704101562,-81.20752336801652,28.593366276333647,5.0,3.380322848957027,1.5179551699513212,186.24123776179462,0.05539218259169261,True,-1
4,1900-01-01 00:00:00.058333,974.4951171875,289.7034606933594,-81.20752041486216,28.593330426926293,6.0,0.5382453270816019,0.24283608875605248,29.541632843087342,0.009988968449968175,True,-1
4,1900-01-01 00:00:00.058333,777.2291259765625,202.589111328125,-81.20773250797845,28.593406491017443,7.0,1.8761469069915495,0.9007779326424173,97.53923841409083,0.013599561632449353,True,-1
4,1900-01-01 00:00:00.058333,976.3947143554688,221.87454223632807,-81.2074883680942,28.5933352077597,8.0,0.3998510566903861,0.3273751514693103,7.24776447123808,0.01970408187569585,True,-1
5,1900-01-01 00:00:00.083333,745.0247802734375,376.09222412109375,-81.20775544832692,28.59338163434099,1.0,0.1558249138682683,0.16443957015406485,-0.6007579004073371,0.000358471256321299,True,-1
5,1900-01-01 00:00:00.083333,1003.0245361328124,390.1955261230469,-81.20752724665205,28.59331786839456,2.0,1.1740428657283961,0.5033363277463098,37.71111015031577,0.008393195960045617,True,-1
5,1900-01-01 00:00:00.083333,1083.8935546875,73.87943267822266,-81.20717835451157,28.593301971446454,3.0,4.033453826980255,3.657044147522571,-149.62384341967473,0.024925004726754005,True,-1
5,1900-01-01 00:00:00.083333,774.1641845703125,273.2724609375,-81.20773276925763,28.59339120009585,4.0,0.2289073337097535,0.2520693977361265,-15.801726227163092,0.0037390733053338883,True,-1
5,1900-01-01 00:00:00.083333,920.5818481445312,146.6773223876953,-81.20752361364576,28.59336582600121,5.0,2.2156873036677043,1.7796073366166316,-46.58542181157291,0.018213755245998785,True,-1
5,1900-01-01 00:00:00.083333,974.321044921875,289.3851318359375,-81.20752047670528,28.59333049864827,6.0,0.399558737998727,0.30160766993786725,-5.547463563314996,0.0023356677639180218,True,-1
5,1900-01-01 00:00:00.083333,777.34423828125,202.33154296875,-81.20773237281026,28.59340651973625,7.0,0.5439824652979741,0.7669782943918686,-53.28657766774301,0.006708713984476416,True,-1
5,1900-01-01 00:00:00.083333,976.5128784179688,221.76605224609372,-81.20748816939232,28.593335178564143,8.0,0.788163275027834,0.5001724257764998,15.532488733497916,0.011078468687947653,True,-1
6,1900-01-01 00:00:00.108333,745.0238037109375,376.0758972167969,-81.20775545044746,28.593381636978943,1.0,0.01433885025285196,0.12350271245840536,-5.659442544616653,0.00602122439734988,True,-1
6,1900-01-01 00:00:00.108333,1002.919677734375,390.1589965820313,-81.2075273271405,28.59331789463608,2.0,0.33572783840182463,0.45762458911244197,-33.53260109306286,0.015163029896705567,True,-1
6,1900-01-01 00:00:00.108333,1083.581787109375,73.6721420288086,-81.20717853478727,28.593302130385688,3.0,0.9970001890701602,2.9315723372405667,-121.45814551640377,0.169908028199564,True,-1
6,1900-01-01 00:00:00.108333,774.2003173828125,273.2340087890625,-81.20773273120827,28.59339119686652,4.0,0.1495629322133555,0.22411288563710102,-3.1737760598559195,0.010303791004899402,True,-1
6,1900-01-01 00:00:00.108333,920.7327880859376,147.1857452392578,-81.20752365748378,28.59336566627985,5.0,0.7285502098399513,1.4929533081936939,-59.48548375311011,0.010316068573257613,True,-1
6,1900-01-01 00:00:00.108333,974.276123046875,289.27899169921875,-81.20752048357127,28.59333051883272,6.0,0.09342671055672086,0.2448306317281858,-12.245281097680245,0.004415739655634067,True,-1
6,1900-01-01 00:00:00.108333,777.4004516601562,202.25485229492188,-81.20773230423298,28.59340652057061,7.0,0.2683485593790566,0.6309873776362526,-11.0253562367567,0.03227525388694672,True,-1
6,1900-01-01 00:00:00.108333,976.580322265625,221.70773315429688,-81.20748805778545,28.59333516156736,8.0,0.4431387475179061,0.48461767312595494,-13.800981100397115,0.1157239803754083,True,-1
7,1900-01-01 00:00:00.125833,745.0879516601562,376.0804748535156,-81.20775539180687,28.59338162045848,1.0,0.34406996556285024,0.15886103766339396,18.841778017714184,0.004884884320243113,True,-1
7,1900-01-01 00:00:00.125833,1003.053955078125,390.0458984375,-81.20752717534819,28.5933178668924,2.0,0.8664588512403181,0.5231633061785416,30.32748644791391,0.001622372583552296,True,-1
7,1900-01-01 00:00:00.125833,1082.33251953125,73.30773162841797,-81.20718011941923,28.5933027582454,3.0,9.709030182832228,4.018041680239798,497.8302853578324,0.07014618089885803,True,-1
7,1900-01-01 00:00:00.125833,774.2900390625,273.251953125,-81.2077326316787,28.593391166424368,4.0,0.5887880574228229,0.2825726213263278,25.098578583398137,0.0033321877713106385,True,-1
7,1900-01-01 00:00:00.125833,920.8390502929688,147.39166259765625,-81.20752360900487,28.5933655836162,5.0,0.5894896327575778,1.3481223688890382,-7.946318690421343,0.05310911831201491,True,-1
7,1900-01-01 00:00:00.125833,974.2640380859376,289.3642883300781,-81.20752052862835,28.59333051638314,6.0,0.25232798032194664,0.2460325041096124,9.080072558012901,0.0045501200658893855,True,-1
7,1900-01-01 00:00:00.125833,777.64501953125,202.2530517578125,-81.20773198886124,28.59340643495585,7.0,1.844300222111241,0.8254890977534346,90.05438072755338,0.012105777429322869,True,-1
