frame,timestamp,x,y,gps_x,gps_y,track_id,instantaneous_speed,cumulative_speed
20,1900-01-01 00:00:00.541633,983.3128662109376,49.953250885009766,-81.20882134751426,28.59215205979637,2,27.942967669582462,34.544911315291195
20,1900-01-01 00:00:00.541633,1048.4306640625,47.69288635253906,-81.2088445179672,28.592191312107403,3,39.1591986568949,26.92419420796911
21,1900-01-01 00:00:00.574967,1120.780517578125,192.42938232421875,-81.20858888424176,28.59292748431882,1,10.767902576543904,13.869624619244318
21,1900-01-01 00:00:00.574967,983.5247192382812,50.546043395996094,-81.20881936681732,28.59215803025705,2,20.684071544951518,33.70479321201499
21,1900-01-01 00:00:00.574967,1048.7191162109375,48.48795700073242,-81.20884181457743,28.592198927999505,3,26.534989196722915,26.90060413830151
22,1900-01-01 00:00:00.608300,1121.3258056640625,194.1312561035156,-81.20858726580806,28.592931897708265,1,15.4235619449826,13.958425224214032
22,1900-01-01 00:00:00.608300,983.950927734375,50.51106643676758,-81.20881959087768,28.592158095884265,2,0.6927876418971005,31.8183039583398
22,1900-01-01 00:00:00.608300,1048.8388671875,49.042213439941406,-81.20883992735364,28.592204119830512,3,18.12900137113719,26.39934606348943
23,1900-01-01 00:00:00.641633,1122.1522216796875,195.18930053710935,-81.20858636314061,28.59293473818953,1,9.808788058266957,13.734110509217404
23,1900-01-01 00:00:00.641633,983.877685546875,50.80506896972656,-81.20881856994231,28.59216087134883,2,9.702324194367483,30.622792278827852
23,1900-01-01 00:00:00.641633,1049.9981689453125,49.16840362548828,-81.2088397558696,28.59220630911948,3,7.296552925180429,25.366716600455085
24,1900-01-01 00:00:00.674967,1123.1298828125,196.7806701660156,-81.20858496618867,28.59293890740387,1,14.455270886616708,13.771095710035643
24,1900-01-01 00:00:00.674967,983.536865234375,51.09375,-81.20881750495317,28.592163333446628,2,8.762279209866762,29.501660986561095
24,1900-01-01 00:00:00.674967,1050.4595947265625,49.95475769042969,-81.20883717090389,28.5922138520856,3,26.200998910997455,25.409503336611873
25,1900-01-01 00:00:00.708300,1123.5791015625,198.1209716796875,-81.20858372876253,28.592942293872703,1,11.830768739288922,13.676441943145697
25,1900-01-01 00:00:00.708300,983.64794921875,50.931129455566406,-81.20881808460918,28.59216187099486,2,5.151468939178916,28.313800674084305
25,1900-01-01 00:00:00.708300,1050.3935546875,50.996612548828125,-81.20883363126241,28.59222313976926,3,32.580885250495754,25.759340411594298
26,1900-01-01 00:00:00.741633,1124.43603515625,199.55642700195312,-81.20858248749157,28.592945979547256,1,12.784436589344194,13.634951787852449
26,1900-01-01 00:00:00.741633,983.7346801757812,51.1445541381836,-81.2088173811992,28.59216400892912,2,7.40207972249476,27.341126523606533
26,1900-01-01 00:00:00.741633,1050.5714111328125,51.64103698730469,-81.20883151330796,28.59222901744624,3,20.507274606306662,25.515049247933604
27,1900-01-01 00:00:00.774967,1125.005615234375,201.00823974609372,-81.20858118682898,28.592949601192384,1,12.631702287510077,13.59036006735753
27,1900-01-01 00:00:00.774967,984.0762939453124,51.69428253173828,-81.20881560724946,28.59216959958785,2,19.3030382834182,26.98385529247445
27,1900-01-01 00:00:00.774967,1050.9326171875,51.75517272949219,-81.20883121496692,28.59223033921466,3,4.480980122456883,24.580141898372037
28,1900-01-01 00:00:00.824967,1125.52197265625,202.6545867919922,-81.20857970157245,28.59295363713033,1,9.406049433217076,13.328829864602888
28,1900-01-01 00:00:00.824967,983.8157958984376,52.19767761230469,-81.20881385285685,28.592174150930653,2,10.656295152744596,25.963340687513877
28,1900-01-01 00:00:00.824967,1051.8355712890625,52.32438278198242,-81.2088295304358,28.592236124987785,3,13.241304466719658,23.871435324747598
29,1900-01-01 00:00:00.874967,1126.32421875,204.1309051513672,-81.20857844743622,28.592957300555703,1,8.482856726807618,13.04376155384522
29,1900-01-01 00:00:00.874967,983.8272705078124,52.58604049682617,-81.20881255867758,28.592177840843764,2,8.561918991192412,24.93968790473987
29,1900-01-01 00:00:00.874967,1052.017822265625,52.971099853515625,-81.20882743997664,28.592241925717857,3,13.492539691796601,23.260888348632587
30,1900-01-01 00:00:00.908300,1127.515380859375,207.1553955078125,-81.20857582890791,28.592964594549297,1,25.44012037843566,13.511561654264186
30,1900-01-01 00:00:00.908300,983.5870361328124,57.90650177001953,-81.20879532933441,28.59222633765461,2,168.988529477438,30.375644019471835
30,1900-01-01 00:00:00.908300,1052.97509765625,53.54753112792969,-81.20882577165138,28.592247731005376,3,19.913257773114122,23.134559162655275
31,1900-01-01 00:00:00.941633,1128.093994140625,209.08493041992188,-81.20857414976804,28.59296913505401,1,15.88057657514938,13.597709953919408
31,1900-01-01 00:00:00.941633,983.3572998046876,59.57598876953125,-81.2087901046133,28.592240804325893,2,50.48488601069644,31.10690872769583
31,1900-01-01 00:00:00.941633,1053.273681640625,54.78467559814453,-81.20882183369876,28.592258576149792,3,37.865618118771685,23.670248351441003
32,1900-01-01 00:00:00.974967,1128.50439453125,210.39068603515625,-81.20857302827886,28.592972181504035,1,10.650086884078117,13.494278921672931
32,1900-01-01 00:00:00.974967,983.3727416992188,60.13672637939453,-81.20878839533077,28.592245679475152,2,16.967276010521633,30.610754106541325
32,1900-01-01 00:00:00.974967,1053.5660400390625,56.2576904296875,-81.20881720502003,28.59227123194467,3,44.21603415135252,24.391192577771236
33,1900-01-01 00:00:01.008300,1129.4862060546875,211.34405517578125,-81.20857234354348,28.59297454372839,1,8.107141954914608,13.311659744908
33,1900-01-01 00:00:01.008300,983.7406005859376,63.11602783203125,-81.20877956958145,28.592271289454303,2,89.0025885692054,32.590185631146205
33,1900-01-01 00:00:01.008300,1053.886474609375,56.955078125,-81.20881508302212,28.59227729607851,3,21.1024011918204,24.279705459630385
34,1900-01-01 00:00:01.041633,1130.1201171875,213.09640502929688,-81.20857087639507,28.59297858733037,1,14.117155809603089,13.338070062421284
34,1900-01-01 00:00:01.041633,985.1400756835938,64.93789672851562,-81.20877461428906,28.592287460515728,2,55.69901263400277,33.34786960411011
34,1900-01-01 00:00:01.041633,1054.162109375,57.945709228515625,-81.20881205768102,28.5922856796351,3,29.254247761533342,24.44280897736916
35,1900-01-01 00:00:01.074967,1130.510498046875,214.05377197265625,-81.20857008971329,28.59298078798398,1,7.6722863307461235,13.15819466165949
35,1900-01-01 00:00:01.074967,985.357421875,66.21588134765625,-81.20877101267638,28.59229798855197,2,36.5644621321193,33.44998890436303
35,1900-01-01 00:00:01.074967,1054.6922607421875,58.16863250732422,-81.20881148918295,28.59228792811792,3,7.659647738657288,23.90998280594547
36,1900-01-01 00:00:01.108300,1131.158935546875,215.5116729736328,-81.20856891062977,28.59298412635892,1,11.626585968963754,13.111067261536137
36,1900-01-01 00:00:01.108300,985.48486328125,67.52207946777344,-81.20876736187029,28.592308517590823,2,36.610735332291306,33.547244660554426
36,1900-01-01 00:00:01.108300,1055.5357666015625,58.78842926025391,-81.20880977311151,28.592293641963515,3,19.654130517326823,23.77903078495726
37,1900-01-01 00:00:01.141633,1132.181396484375,217.4515380859375,-81.20856738767193,28.59298855708252,1,15.394743967232792,13.179238089042565
37,1900-01-01 00:00:01.141633,985.776123046875,67.79605102539062,-81.20876666896326,28.592310911594332,2,8.21545424553725,32.791056575567
37,1900-01-01 00:00:01.141633,1056.2283935546875,59.83366394042969,-81.20880674200434,28.59230260319307,3,31.09467024815229,23.997412482638307
37,1900-01-01 00:00:01.141633,884.5323486328125,13.503725051879885,-81.20896282123252,28.591522409376932,4,0.0,0.0
38,1900-01-01 00:00:01.174967,1132.17236328125,218.87075805664065,-81.2085661443062,28.59299160280976,1,10.763716685769252,13.109219566374774
38,1900-01-01 00:00:01.174967,985.877197265625,68.948486328125,-81.20876349918406,28.592320033902546,2,31.72420403800218,32.76013180773698
38,1900-01-01 00:00:01.174967,1056.654541015625,60.507423400878906,-81.20880480343604,28.592308304773344,3,19.79182067856365,23.875505334696648
38,1900-01-01 00:00:01.174967,884.929931640625,13.708311080932615,-81.20896167855818,28.5915270470956,4,15.779902638507469,15.779902638507469
39,1900-01-01 00:00:01.208300,1134.12060546875,221.03814697265625,-81.2085646280223,28.5929966222816,1,17.2722639089009,13.226490551813312
39,1900-01-01 00:00:01.208300,985.7599487304688,69.55992126464844,-81.20876179126361,28.59232469634213,2,16.292266006657268,32.296239835500536
39,1900-01-01 00:00:01.208300,1056.78466796875,60.797943115234375,-81.20880395997841,28.592310707582318,3,8.363764370513945,23.438546945818846
39,1900-01-01 00:00:01.208300,885.4017944335938,13.773459434509276,-81.20896139366526,28.59152915796443,4,7.0680588045894,11.424046060050497
40,1900-01-01 00:00:01.241633,1134.9346923828125,222.5135498046875,-81.20856351316296,28.592999892764787,1,11.355550597189644,13.17523101709128
40,1900-01-01 00:00:01.241633,986.1408081054688,69.8072509765625,-81.20876121055575,28.59232689846424,2,7.51754926537748,31.61735960393201
40,1900-01-01 00:00:01.241633,1056.8740234375,61.83537292480469,-81.20880088476468,28.59231893391381,3,28.802102396017194,23.585496267283464
40,1900-01-01 00:00:01.241633,885.7332763671875,14.026525497436523,-81.20895995260773,28.591534562213724,4,18.459553972817293,13.769191912613055
41,1900-01-01 00:00:01.274967,1135.43896484375,224.0171813964844,-81.20856232733335,28.593003128164856,1,11.305915228104922,13.125380283023844
41,1900-01-01 00:00:01.274967,986.0096435546876,71.27558135986328,-81.20875720334622,28.59233804770506,2,38.889500188742076,31.811292351159782
41,1900-01-01 00:00:01.274967,1057.1944580078125,62.52480316162109,-81.20879892092077,28.592324547049863,3,19.53210782690834,23.47740089334842
41,1900-01-01 00:00:01.274967,886.3320922851562,15.052685737609863,-81.20895401027843,28.59155486236672,4,69.71031775137519,27.75468315047659
42,1900-01-01 00:00:01.308300,1135.7666015625,225.32704162597656,-81.20856128237706,28.593005900239493,1,9.713620770562983,13.036761737220948
42,1900-01-01 00:00:01.308300,985.92529296875,72.71488952636719,-81.20875334780037,28.592348838221856,2,37.61925111715509,31.962150832845218
42,1900-01-01 00:00:01.308300,1057.708740234375,62.805477142333984,-81.20879821431457,28.592327110806064,3,8.772833206334168,23.095457969081885
42,1900-01-01 00:00:01.308300,886.5294189453125,15.39031219482422,-81.20895207915717,28.591561460238825,4,22.657470988712653,26.735252951408526
43,1900-01-01 00:00:01.341633,1137.3785400390625,227.13650512695312,-81.20856006384636,28.59300993223936,1,13.87473174363452,13.057976498072135
43,1900-01-01 00:00:01.341633,985.8038330078124,72.41027069091797,-81.20875412399127,28.59234646573064,2,8.210590892766017,31.3608361555717
43,1900-01-01 00:00:01.341633,1058.180419921875,63.89442443847656,-81.20879514608963,28.592335828623888,3,30.352188016805595,23.279175514275398
43,1900-01-01 00:00:01.341633,887.2421875,15.70338249206543,-81.2089504211793,28.591568487492903,4,23.866174840563627,26.257078048064564
44,1900-01-01 00:00:01.375000,1137.607666015625,229.3877868652344,-81.20855824328721,28.593014527890265,1,16.17068045563501,13.134911011369915
44,1900-01-01 00:00:01.375000,985.912109375,73.46595001220703,-81.20875136726991,28.592354425177906,2,27.6450853827269,31.268996558506878
44,1900-01-01 00:00:01.375000,1058.53369140625,64.63134765625,-81.208793099133,28.592341692344785,3,20.379952687799758,23.20751746386724
44,1900-01-01 00:00:01.375000,887.94384765625,15.931617736816406,-81.20894926127708,28.59157390491694,4,18.312539392728336,25.12116156753131
45,1900-01-01 00:00:01.408333,1138.243896484375,230.80130004882807,-81.20855720148624,28.59301748213729,1,10.287373370675201,13.066296316153885
45,1900-01-01 00:00:01.408333,985.6231079101562,75.03065490722656,-81.2087472269172,28.59236573288785,2,39.51161518221084,31.467611936426675
45,1900-01-01 00:00:01.408333,1058.76953125,64.94354248046875,-81.20879225700625,28.592344225480996,3,8.77751554557832,22.859809967593876
45,1900-01-01 00:00:01.408333,888.57275390625,15.854941368103027,-81.20894984980417,28.59157362323372,4,1.9646973907393144,22.22699426192573
46,1900-01-01 00:00:01.441667,1139.7916259765625,232.1154327392578,-81.20855641380848,28.59302039702565,1,9.963266236788426,12.993282400628523
46,1900-01-01 00:00:01.441667,985.7427978515624,75.55931091308594,-81.20874589772124,28.59236966644191,2,13.64756867209605,31.04830851355228
46,1900-01-01 00:00:01.441667,1059.10546875,65.05343627929688,-81.20879201962941,28.59234530204893,3,3.6465302326047335,22.407723862188632
46,1900-01-01 00:00:01.441667,888.85693359375,16.027231216430664,-81.20894892014046,28.591577261871837,4,12.401552970797535,21.13538044483011
47,1900-01-01 00:00:01.475000,1140.1859130859375,234.13674926757807,-81.20855485647274,28.59302444410869,1,14.211067796622173,13.021277187252423
47,1900-01-01 00:00:01.475000,986.2174072265624,77.32041931152344,-81.20874154352983,28.59238266121011,2,45.05621168862872,31.37032605599009
47,1900-01-01 00:00:01.475000,1059.826416015625,67.01399993896484,-81.20878663181962,28.592360427112204,3,52.71634021478982,23.10446669589984
47,1900-01-01 00:00:01.475000,889.041259765625,16.652904510498047,-81.20894537324922,28.591588891093675,4,40.0425540574495,23.02588795765964
48,1900-01-01 00:00:01.508333,1140.1978759765625,235.50198364257807,-81.20855376885096,28.593027101900127,1,9.395631366013898,12.939802796701317
48,1900-01-01 00:00:01.508333,986.430419921875,78.70053100585938,-81.2087381493989,28.59239256277084,2,34.39550906547544,31.438307032112895
48,1900-01-01 00:00:01.508333,1060.3824462890625,68.3885269165039,-81.20878293584411,28.59237087158987,3,36.381274346344334,23.402819007492898
48,1900-01-01 00:00:01.508333,889.2872314453125,17.630125045776367,-81.20893989966014,28.59160673296499,4,61.45874829905436,26.5194318184715
49,1900-01-01 00:00:01.541667,1141.7174072265625,236.7525329589844,-81.20855305075128,28.593029811179758,1,9.251026787204847,12.858729192870973
49,1900-01-01 00:00:01.541667,985.8694458007812,80.27838897705078,-81.20873412889942,28.592403159966054,2,37.1564835576733,31.563983727328807
49,1900-01-01 00:00:01.541667,1060.6123046875,70.3923110961914,-81.20877751350513,28.59238541008605,3,50.88927474843471,24.006928885052414
49,1900-01-01 00:00:01.541667,891.0158081054688,18.580551147460938,-81.20893501586691,28.591626321750564,4,66.68709160678355,29.866519244499276
50,1900-01-01 00:00:01.575000,1142.5439453125,238.25320434570312,-81.2085520178277,28.593032843580275,1,10.52823916457812,12.808611628927048
50,1900-01-01 00:00:01.575000,985.9246826171876,81.1702880859375,-81.2087319773014,28.59240932660148,2,21.453670860775524,31.346559818437957
50,1900-01-01 00:00:01.575000,1061.085205078125,71.91220092773438,-81.20877354648883,28.5923964367656,3,38.46657246500216,24.317885852439808
50,1900-01-01 00:00:01.575000,892.4977416992188,19.08682632446289,-81.20893258412329,28.59163754825064,4,38.00307938988663,30.492353605044027
51,1900-01-01 00:00:01.608333,1144.190185546875,239.8052673339844,-81.20855110015178,28.593036102967613,1,11.1667414853314,12.77404628007341
51,1900-01-01 00:00:01.608333,985.815185546875,81.96549987792969,-81.20873003616894,28.592414670591648,2,18.659057082758252,31.079457112507864
51,1900-01-01 00:00:01.608333,1061.39208984375,72.85203552246094,-81.20877112920633,28.592403174954164,3,23.500065436855554,24.300668749080835
51,1900-01-01 00:00:01.608333,893.4613037109375,19.666305541992188,-81.20892965784226,28.59164904156046,4,39.167172170145236,31.1119330505776
52,1900-01-01 00:00:01.641667,1145.035888671875,241.9289703369141,-81.20854960825669,28.59304024935919,1,14.464395228007573,12.808899525565796
52,1900-01-01 00:00:01.641667,985.7803344726562,82.50946807861328,-81.20872872735406,28.59241832788111,2,12.751913362497227,30.701562132674134
52,1900-01-01 00:00:01.641667,1061.6673583984375,73.66336059570312,-81.20876906441522,28.59240894421716,3,20.11591101490498,24.214383376576162
52,1900-01-01 00:00:01.641667,893.7546997070312,20.445207595825195,-81.20892553452094,28.59166265934533,4,46.86543952083908,32.16211640746872
53,1900-01-01 00:00:01.675000,1145.13525390625,243.58311462402344,-81.20854835936755,28.5930433405132,1,10.911690111590005,12.770572445931823
53,1900-01-01 00:00:01.675000,986.1756591796876,83.81875610351562,-81.20872572623895,28.59242736163243,2,31.300916922511135,30.713670189164823
53,1900-01-01 00:00:01.675000,1062.311767578125,74.48126983642578,-81.20876708585327,28.592414954840887,3,20.811131304091656,24.145631496980936
53,1900-01-01 00:00:01.675000,893.8656005859375,21.238452911376957,-81.20892134498315,28.591676043204604,4,46.16724069109494,33.037372671441034
54,1900-01-01 00:00:01.708333,1145.8739013671875,245.2149353027344,-81.2085472515359,28.59304648126677,1,10.937059005563123,12.734265604975333
54,1900-01-01 00:00:01.708333,986.3179931640624,85.25883483886719,-81.20872239993649,28.59243696639695,2,33.39346585122722,30.76673492965498
54,1900-01-01 00:00:01.708333,1062.780517578125,75.40708923339844,-81.20876480756688,28.59242152047836,3,22.83100275988661,24.119599499928917
54,1900-01-01 00:00:01.708333,893.730712890625,21.91028594970703,-81.20891778329475,28.591686878939917,4,37.513324311330315,33.300645824806885
55,1900-01-01 00:00:01.741667,1146.464599609375,247.2404022216797,-81.20854583303431,28.59305028032069,1,13.299327494776485,12.74523789781642
55,1900-01-01 00:00:01.741667,986.5912475585938,87.15687561035156,-81.20871811140046,28.592449465344007,2,43.42031208689172,31.012440323280728
55,1900-01-01 00:00:01.741667,1063.0101318359375,76.2185287475586,-81.20876278746452,28.592427102456377,3,19.482743422088323,24.029561676344763
55,1900-01-01 00:00:01.741667,893.8361206054688,22.32190704345703,-81.20891566550006,28.591693759325025,4,23.705091118569086,32.76757899763088
56,1900-01-01 00:00:01.775000,1147.22900390625,248.9837646484375,-81.20854466962822,28.593053562915397,1,11.43583867175632,12.720297209586555
56,1900-01-01 00:00:01.775000,986.47314453125,87.84127807617188,-81.20871653148323,28.592453776914407,2,15.066673855194633,30.708714475463175
56,1900-01-01 00:00:01.775000,1063.7083740234375,77.37133026123047,-81.20876003302679,28.592435192313506,3,28.086297896993734,24.1068320697407
56,1900-01-01 00:00:01.775000,894.259521484375,23.01484489440918,-81.20891219266694,28.591705623016097,4,40.74093545767457,33.18720283481
57,1900-01-01 00:00:01.808300,1148.462890625,251.13829040527344,-81.2085432978544,28.59305762790183,1,14.116431186226144,12.74636756310088
57,1900-01-01 00:00:01.808300,986.156005859375,88.48234558105469,-81.20871500993475,28.592457660102948,2,13.675063457605157,30.39064091582953
57,1900-01-01 00:00:01.808300,1064.065673828125,78.48690032958984,-81.20875732632292,28.592442721988466,3,26.29133591179838,24.147623847871422
57,1900-01-01 00:00:01.808300,895.1611328125,23.579219818115234,-81.2089095308494,28.591716047071863,4,35.56356102220362,33.3059018669208
58,1900-01-01 00:00:01.841633,1150.1883544921875,252.1097717285156,-81.20854288872302,28.59305965293532,1,6.839254455133967,12.637979241834087
58,1900-01-01 00:00:01.841633,986.5184326171876,89.21553039550781,-81.2087134611631,28.592462522387237,2,16.793367442539427,30.14114753071257
58,1900-01-01 00:00:01.841633,1064.864501953125,79.24297332763672,-81.20875563832246,28.5924481292186,3,18.64847236186724,24.046721124821154
58,1900-01-01 00:00:01.841633,895.711669921875,24.28628158569336,-81.20890609150261,28.591728070018014,4,41.22965423991934,33.68321963527675
59,1900-01-01 00:00:01.874967,1150.1961669921875,253.6161193847656,-81.20854179516617,28.593062298391363,1,9.362740663126287,12.578963701133823
59,1900-01-01 00:00:01.874967,985.984619140625,90.10256958007812,-81.20871136191852,28.592467757497797,2,18.463687505274848,29.930734884169173
59,1900-01-01 00:00:01.874967,1065.387939453125,79.7046890258789,-81.20875462267023,28.59245143153536,3,11.376895244409008,23.81842733585213
59,1900-01-01 00:00:01.874967,896.2637939453125,24.73765182495117,-81.20890396698478,28.5917359753518,4,27.012976837482796,33.38002099260961
60,1900-01-01 00:00:01.908300,1150.861083984375,255.18409729003903,-81.20854078003168,28.593065144947666,1,9.922283214131124,12.531942445532877
60,1900-01-01 00:00:01.908300,985.8696899414062,90.15699005126952,-81.2087112132961,28.59246802671592,2,0.995726572576039,29.418606900284324
60,1900-01-01 00:00:01.908300,1065.5570068359375,80.6195297241211,-81.20875242529182,28.59245738154368,3,20.80763021149982,23.7651384808922
