frame,timestamp,x,y,gps_x,gps_y,track_id,instantaneous_speed,cumulative_speed,acceleration,distance_to_next,same_lane,lane
1,,1228.0860595703125,289.82891845703125,-81.20825166254504,28.59400478114856,1,0.0,0.0,0.0,inf,True,-1
1,,1407.22265625,261.3702697753906,-81.20818335960443,28.594033949537128,2,0.0,0.0,0.0,inf,True,-1
1,,1494.7972412109375,240.1029052734375,-81.20813519887903,28.594066131512264,3,0.0,0.0,0.0,inf,True,-1
1,,1293.976318359375,208.31886291503903,-81.20812822483897,28.594188026393432,4,0.0,0.0,0.0,inf,True,-1
1,,1173.4873046875,153.00930786132812,-81.20803423966652,28.59445356237565,5,0.0,0.0,0.0,inf,True,-1
1,,826.6090087890625,112.9889144897461,-81.20801965740867,28.59493690637083,6,0.0,0.0,0.0,inf,True,-1
1,,1138.6298828125,133.91514587402344,-81.20798318693953,28.594588661923872,7,0.0,0.0,0.0,inf,True,-1
1,,709.45068359375,135.66514587402344,-81.20814865104039,28.5947648487756,8,0.0,0.0,0.0,inf,True,-1
1,,783.063232421875,130.13394165039062,-81.20810170817602,28.59477985985269,9,0.0,0.0,0.0,inf,True,-1
1,,995.1531982421876,99.49040222167967,-81.20788120251035,28.594997383038464,10,0.0,0.0,0.0,inf,True,-1
1,,783.1704711914062,130.73532104492188,-81.20810359985272,28.594774154036514,11,0.0,0.0,0.0,inf,True,-1
1,,1077.4388427734375,117.22843933105467,-81.20793785219955,28.594753739280733,12,0.0,0.0,0.0,inf,True,-1
1,,730.1392822265625,75.25433349609375,-81.20784311965167,28.59568370660188,13,0.0,0.0,0.0,inf,True,-1
1,,709.932861328125,134.8982391357422,-81.20814625645485,28.594771669507708,14,0.0,0.0,0.0,inf,True,-1
2,1900-01-01 00:00:00.016667,1228.10595703125,289.8514404296875,-81.20825168058632,28.5940047379434,1,0.0,0.0,0.0,0.013683818907300882,True,-1
2,1900-01-01 00:00:00.016667,1407.1611328125,261.38092041015625,-81.20818338590203,28.594033937006223,2,0.0,0.0,0.0,0.020626913837042227,True,-1
2,1900-01-01 00:00:00.016667,1495.033935546875,240.0420837402344,-81.20813505517174,28.59406623172008,3,0.0,0.0,0.0,0.004729442861598544,True,-1
2,1900-01-01 00:00:00.016667,1293.9249267578125,208.36529541015625,-81.2081283217003,28.594187890538496,4,0.0,0.0,0.0,0.00618739563474761,True,-1
2,1900-01-01 00:00:00.016667,1173.4912109375,152.97207641601562,-81.20803412914127,28.594453772345787,5,0.0,0.0,0.0,0.010317027286438886,True,-1
2,1900-01-01 00:00:00.016667,826.868896484375,112.95806884765624,-81.20801941316115,28.59493711294437,6,0.0,0.0,0.0,0.8816148732757124,True,-1
2,1900-01-01 00:00:00.016667,1138.732666015625,134.55569458007812,-81.20798546756056,28.594584001393216,7,0.0,0.0,0.0,0.18771395597528306,True,-1
2,1900-01-01 00:00:00.016667,709.3165283203125,135.62646484375,-81.20814859608221,28.5947652684728,8,0.0,0.0,0.0,0.14488285439828189,True,-1
2,1900-01-01 00:00:00.016667,782.8692626953125,130.0794677734375,-81.20810161111295,28.594780471515943,9,0.0,0.0,0.0,0.1989215299946361,True,-1
2,1900-01-01 00:00:00.016667,995.1966552734376,99.43321228027344,-81.20788085960486,28.594998099939403,10,0.0,0.0,0.0,0.3097449470034252,True,-1
2,1900-01-01 00:00:00.016667,782.9873046875,130.603515625,-81.20810325150349,28.5947754800663,11,0.0,0.0,0.0,0.3254639019199964,True,-1
2,1900-01-01 00:00:00.016667,1077.098876953125,117.17961120605467,-81.20793776116705,28.5947543682202,12,0.0,0.0,0.0,0.11330476557629042,True,-1
2,1900-01-01 00:00:00.016667,730.04931640625,75.23191833496094,-81.20784298287737,28.595684403143512,13,0.0,0.0,0.0,0.14798985868827902,True,-1
2,1900-01-01 00:00:00.016667,709.7932739257812,134.76429748535156,-81.20814592819755,28.59477297831074,14,0.0,0.0,0.0,0.4651065788428979,True,-1
3,1900-01-01 00:00:00.033333,1228.0859375,289.9137268066406,-81.20825174546813,28.59400462855841,1,0.8210619769171296,0.8210619769171296,0.0,0.00529667393318702,True,-1
3,1900-01-01 00:00:00.033333,1407.196533203125,261.3002624511719,-81.20818327542652,28.594034095535083,2,1.2376643367960054,1.2376643367960054,0.0,0.0053970651972046,True,-1
3,1900-01-01 00:00:00.033333,1494.8616943359375,240.0421142578125,-81.20813509189382,28.59406625947897,3,0.28377792281282516,0.28377792281282516,0.0,0.0017062494061861088,True,-1
3,1900-01-01 00:00:00.033333,1293.830322265625,208.38137817382807,-81.20812837418013,28.594187859371143,4,0.37125858842839377,0.37125858842839377,0.0,0.0029793736773451374,True,-1
3,1900-01-01 00:00:00.033333,1173.529052734375,152.95620727539062,-81.20803407083838,28.594453849920075,5,0.6190463990422949,0.6190463990422949,0.0,0.000987364643706556,True,-1
3,1900-01-01 00:00:00.033333,826.481201171875,112.3350067138672,-81.2080169071535,28.594944753997257,6,52.89900835687702,52.89900835687702,0.0,0.42781457987715993,True,-1
3,1900-01-01 00:00:00.033333,1138.7431640625,134.33999633789062,-81.2079846864766,28.59458554847482,7,11.263287890032585,11.263287890032585,0.0,0.060018654952246266,True,-1
3,1900-01-01 00:00:00.033333,709.3021240234375,135.4895477294922,-81.2081482115924,28.59476653092361,8,8.69331899665678,8.69331899665678,0.0,0.0796401903606566,True,-1
3,1900-01-01 00:00:00.033333,782.8318481445312,129.89926147460938,-81.20810104292377,28.59478219488589,9,11.935769230447384,11.935769230447384,0.0,0.0712315208876201,True,-1
3,1900-01-01 00:00:00.033333,995.1080932617188,99.63656616210938,-81.20788205001878,28.594995510143583,10,18.585440237815025,18.585440237815025,0.0,0.11220149423241678,True,-1
3,1900-01-01 00:00:00.033333,782.9517822265625,130.30572509765625,-81.20810230799242,28.594778296152825,11,19.528615259810177,19.528615259810177,0.0,0.10668961435923173,True,-1
3,1900-01-01 00:00:00.033333,1075.375244140625,117.29226684570312,-81.2079388986248,28.59475417497406,12,6.798557876892501,6.798557876892501,0.0,0.033334039833565546,True,-1
3,1900-01-01 00:00:00.033333,730.0086669921875,75.28258514404297,-81.20784342964117,28.595683127391577,13,8.879746711165188,8.879746711165188,0.0,0.06592972525074042,True,-1
3,1900-01-01 00:00:00.033333,709.8294677734375,135.20086669921875,-81.20814716849534,28.59476892698631,14,27.907511031015115,27.907511031015115,0.0,0.31677314398868894,True,-1
4,1900-01-01 00:00:00.050000,1228.076904296875,289.9378662109375,-81.20825177086144,28.594004586348028,1,0.31779408010961896,0.5694204794194313,-30.195469899052654,0.004248861692300899,True,-1
4,1900-01-01 00:00:00.050000,1407.205078125,261.2791748046875,-81.20818324667987,28.594034137100635,2,0.32381743548356634,0.7807271782991878,-54.82971748439665,0.013349768023869864,True,-1
4,1900-01-01 00:00:00.050000,1494.81005859375,240.03961181640625,-81.20813509904897,28.59406627351946,3,0.10237291691282827,0.19307269876052718,-10.884082672346366,0.007610860460684557,True,-1
4,1900-01-01 00:00:00.050000,1293.7637939453125,208.37765502929688,-81.20812838383722,28.594187884866777,4,0.17875884546379897,0.2750058294210766,-11.54975358280403,0.004771355436905201,True,-1
